",",Notes,Year,Country,Director,Subtitles,Link 1,Link 1
Love And Anarchy,,1973,Italy,Lina Wertmüller,yes,https://drive.google.com/open?id=1z52kYBqLG0qyqfvZVveWJ6F4Pxvb9V-Ctw,
Rabid Dogs,,1974,italy,Mario Bava,yes,https://drive.google.com/open?id=1AhMGmGs4dhStrqvU5zjbxIHYgPBEYhDbpw,
Seven Beauties,,1976,Italy,Lina Wertmüller,yes,https://drive.google.com/open?id=1ZcziNoOIwX9nPmY-Ws2bNURL3JruR0bPlA,
Padre Padrone,,1977,Italy,"Vittorio Taviani, Paolo Taviani",yes,https://drive.google.com/open?id=1F51u9aELac9p9-XYIrW5A8MNCxLacWQUpA,
Suspiria,,1977,Italy,Dario Argento,yes,https://drive.google.com/file/d/1fg2duMYehLho12eT_vdRpZ9DJ1aIk7fV_Q/view,
The Tree of Wooden Clogs,,1978,Italy,Ermanno Olmi,yes,https://drive.google.com/open?id=1WnykWhQLW4kD2x49_pEXIumVi-bs4uPZiw,
The Mystery of Oberwald,,1981,italy,Michelangelo Antonioni,no,https://drive.google.com/open?id=1OJhAx-Ck-_cbi9cI38rVEmIjuQ-294rWEw,
Cinema Paradiso,,1988,Italy,Giuseppe Tornatore,yes,https://drive.google.com/open?id=1zF4sF2LXh4egicfog7sOFpvSI6ZO7ymT-g,
The Legend of the Holy Drinker,,1988,Italy,Ermanno Olmi,yes,https://drive.google.com/open?id=1FYCybRqr2EpuKODdhee5pdgz188Aep6r1g,
Mediterraneo,,1991,Italy,Gabriele Salvatores,yes,https://drive.google.com/open?id=1Zl2VRnCJFoggEnm8kayttqxl2Ve2DQvctA,
Voices Through Time,,1996,Italy,Franco Piavoli,no dialog,https://drive.google.com/file/d/1YCXQO0KbYAbxVtaWzrDkCIizvqXeIF4UwA/view,
Life Is Beautiful,,1997,italy,Roberto Benigni,yes,https://drive.google.com/open?id=1tFnvkZ-ISWW8bwcucT1Ahtm4IQRdNo8tIw,
The Way We Laughed,,1998,Italy,Gianni Amelio,yes,https://drive.google.com/open?id=1lGkpe-BxTWia7l-man_Utq2Jv-7ckXMMGg,
The Profession of Arms,,2001,Italy,Ermanno Olmi,no,https://drive.google.com/open?id=1KhdP79w24hUH2ffpwahlHYFVIE_KMppypg,
The Sons Room  ,,2001,italy,Nann Moretti,yes,https://drive.google.com/open?id=17T_tEhH0zW53svxxsxiOKByAMWwyF6cCeA,
Private,,2004,Italy,Saverio Costanzo,arabic,https://drive.google.com/open?id=1OIxj1z6a3MWmffEgMU23KdFqSX0VhIg67g,
Tickets,,2005,Italy,Ermanno Olmi,no,https://drive.google.com/open?id=1pGU94fB75cl7Ystdof9mMjwp5Z2pewVuvg,
Sacro GRA,,2013,Italy,Gianfranco Rosi,yes,https://drive.google.com/open?id=1g8Vgl3IMWN4QfReL0HKj7Khr_BFF5vnSwQ,
The Great Beauty,,2013,italy,Paolo Sorrentino,yes,https://drive.google.com/open?id=11iOQ_URb6urOk4Fb2Xl851hTUSUAqEAtfg,
Greenery Will Bloom Again,,2014,Italy,Ermanno Olmi,no,https://drive.google.com/open?id=1BbrCXWC97r7a0hwu2z81DTuvNzlggVJo_Q,
Fire at Sea,,2016,Italy,Gianfranco Rosi,yes,https://drive.google.com/open?id=1L1_am3ttfCXhReuLHQ25NRNhwKBzT-abng,
Japanese Girls at the Harbor,,1933,Japan,Hiroshi Shimizu,no,https://drive.google.com/open?id=1dKw65WjpHwKegfdhvsAnqvGG0dzikTBdCg,
The Pot Worth A Million Ryo,,1935,Japan,Sadao Yamanaka,yes,https://drive.google.com/open?id=1xveQMHDKle3yxVxVxBzkz2BSeGyGGazx4A,
Mr. Thank You,,1936,Japan,Hiroshi Shimizu,yes,https://drive.google.com/open?id=1T81NK56bltg5x2SCw3ki4oWypcFWCk1z5g,
Osaka Elegy,,1936,Japan,Kenji Mizoguchi,no,https://drive.google.com/open?id=1IAfRCnf_3z7OXz6qs3En0hdaWPLfiiNlmA,
Sisters of the Gion,,1936,Japan,Kenji Mizoguchi,yes,https://drive.google.com/open?id=0B3v4wACAzT7NMGh0M1BBMHZ0OFk,
Children in the Wind,,1937,Japan,Hiroshi Shimizu,no,https://drive.google.com/open?id=12CICSXtrwVEvybvaYmJZxyhkN-u6fPRfIw,
Humanity And Paper Balloons,,1937,Japan,Sadao Yamanaka,yes,https://drive.google.com/file/d/1PIZLpV3IaBv225Nfj5ClhItW2PqJdsS7gw/view,
The Masseurs and a Woman,,1938,Japan,Hiroshi Shimizu,no,https://drive.google.com/open?id=1IZxyzGWUU8PC2RXOfAUmCQhdTZ_7kvVWPQ,
Four Seasons of Children,,1939,Japan,Hiroshi Shimizu,no,https://drive.google.com/open?id=1zw-TWIbxRqN2cOnwEDeSmFFqE_M4qdcU7Q,https://drive.google.com/open?id=1rODo05dkaJL3UGvyiFfu09a1130BICl1CA
The Story of the Last Chrysanthemum,,1939,Japan,Kenji Mizoguchi,yes,https://drive.google.com/file/d/1EyD1IzLTwXm1o_AEL7iRG-N-fNb2CM7KzA/view,
NOBUKO,,1940,Japan,Hiroshi Shimizu,no,https://drive.google.com/open?id=1bp-Im0nBDApe7Is3qhDnxes-I4gvRD-_aw,
Travelling Actors,,1940,Japan,Mikio Naruse,no,https://drive.google.com/open?id=1jPJnPUW2g3ENPGQ7lY1KGrqcibrckhpq0Q,
Introspection Tower,,1941,Japan,Hiroshi Shimizu,no,https://drive.google.com/open?id=1RmqXeAmiy91jpvSft_4dESb2i85yCPoDKw,
Ornamental Hairpin,,1941,Japan,Hiroshi Shimizu,no,https://drive.google.com/open?id=1o_G6ZtnnNyem0NCODkj58TUeScKCeESzVQ,
Sanshiro Sugata,,1943,Japan,Akira Kurosawa,no,https://drive.google.com/open?id=1CbQgehuN5C76U-yMP-hLLeBKmI1W_f2qDA,
The Song Lantern,,1943,Japan,Mikio Naruse,no,https://drive.google.com/open?id=1uNJowgvYwyw6vbMV0XOstUbr6alEJs6Crg,
The Most Beautiful,,1944,Japan,Akira Kurosawa,no,https://drive.google.com/file/d/1oOTwGEV43JmASPJuZuc85cDupw2i2Hz_kw/view,
Sanshiro Sugata Part Two,,1945,Japan,Akira Kurosawa,no,https://drive.google.com/file/d/1qTcLdvW86jBRPA8Db-rzDvteRDsKWJIgAQ/view,
The Men Who Tread on the Tiger’s Tail,,1945,Japan,Akira Kurosawa,no,https://drive.google.com/open?id=12YFVE9JYia2KsJYaSrfDmqeMIDzRn_KENg,
No Regrets for Our Youth,,1946,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=11AM4wScIn09ySdiJ-mlvzou_fku1qvpfJQ,
One Wonderful Sunday,,1947,Japan,Akira Kurosawa,yes,https://drive.google.com/file/d/11bqOBxM_0chprcyOCUkTWitVKkbJu00zKg/view,
A Hen in the Wind,,1948,Japan,Yasujirō Ozu,yes,https://drive.google.com/open?id=1uEqHNdj3qBzFRnhsXRnFzGhGzXJVenHWcw,
Late Spring,,1949,Japan,Yasujirō Ozu,yes,https://drive.google.com/open?id=1I3BeC74aFm9NO7BRHEoAcxlWq4lQ8Cf2Jw,
Stray Dog,,1949,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1rgcGJ_pWMrIz07gR0WVr2xFiE43gDCU5Cg,
The Quiet Duel,,1949,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1fbql39gFbAuJLMMg6u5MMrZTOJuEpTxIYA,
Rashomon,,1950,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1hQ3-V94fZKL0buI-tFm7g57Qu-DG9Q-GaA,
Scandal,,1950,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1R0MDvKnFNXMDIiHD5J_BG9bSBUxAK7-XtQ,
Early Summer,,1951,Japan,Yasujirō Ozu,yes,https://drive.google.com/file/d/1PyjuzIJVg5JsH9Ajw85pfUoODGjqvGylsA/view,
Repast,,1951,Japan,Mikio Naruse,yes,https://drive.google.com/open?id=13_ofdgC2z4ptpgIXTFq3iTxFQoPC_YrHtA,
The Idiot,,1951,Japan,Akira Kurosawa,yes,https://drive.google.com/file/d/1HsgkIKNm3_1p8FiBeklKtlZMlaWt5UYkzQ/view,
Ikiru,,1952,Japan,Akira Kurosawa,yes,https://drive.google.com/file/d/19QF88ZhHrghcbQv2Oqgib_8aALFR3QJURw/view,
Lightning,,1952,Japan,Mikio Naruse,no,https://drive.google.com/open?id=1pUs7fhEpepWitxf72foroYyPe-3mToCPoQ,
The Life of Oharu,,1952,Japan,Kenji Mizoguchi,yes,https://drive.google.com/open?id=1DwBT1xNgsIhMZaD4aCKDZNm4wgcPdQqhkg,
Youth of the Son,,1952,Japan,Masaki Kobayashi,yes,https://drive.google.com/open?id=1HN-52W4LeD7r3lQIkrTQDnW8mxCAARenNA,
Gate Of Hell,,1953,Japan,Teinosuke Kinugasa,yes,https://drive.google.com/open?id=1TWzyOmBmnlNcPg2FXACHHxyCG_mSfCQHzA,
Sincere Heart,,1953,Japan,Masaki Kobayashi,no,https://drive.google.com/open?id=1tWHisL5F4xaycajGmS9d7ZBAIKD1QsSwwQ,
Tokyo Story,,1953,Japan,Yasujirō Ozu,yes,https://drive.google.com/file/d/11uwoQ8GEIhOu1kTTWwmuS_CDUxl5g8Sp3w/view,
Ugetsu,,1953,Japan,Kenji Mizoguchi,yes,https://drive.google.com/file/d/1xst9dIcB8B2bBcxYL8t2cbBX3vd1Ymos3Q/view,
Wife,,1953,Japan,Mikio Naruse,no,https://drive.google.com/open?id=139GbAwigTBZQQAn2owOHqF9DBhb8yyBwKw,
An Inn at Osaka,,1954,Japan,Heinosuke Gosho,no,https://drive.google.com/file/d/1KLaNku92j6dADTTc9bvInQ5CM0xf2mpnxA/view,
Late Chrysanthemums,,1954,Japan,Mikio Naruse,no,https://drive.google.com/open?id=1zuvebQTzAeaJjhC0LxyBcQR7KB0g298JUg,
Samurai I Musashi Miyamoto,,1954,Japan,Hiroshi Inagaki,yes,https://drive.google.com/open?id=1Laictgn0WRZkQ3clTvwcf26nXl8HOnjy-A,
Sansho the Bailiff,,1954,Japan,Kenji Mizoguchi,yes,https://drive.google.com/open?id=1X4EVTLn1BpQoDh2b69YGYwLFn5pxOLRZsw,
Sound of the Mountain,,1954,Japan,Mikio Naruse,yes,https://drive.google.com/open?id=1FB21JK4ND78uTGrBN47BOk2UTiop4dMcUQ,
The Crucified Lovers,,1954,Japan,Kenji Mizoguchi,yes,https://drive.google.com/file/d/1vuMLAr_n-9JaoPxwFeY-mC9MmeFXF_jsnA/view,
Twenty-Four Eyes,,1954,Japan,Keisuke Kinoshita,yes,https://drive.google.com/file/d/1LcqGwtnCXE69s7K6YLe4NCluSbSatRD6Bw/view,
Floating Clouds,,1955,Japan,Mikio Naruse,yes,https://drive.google.com/open?id=17d3KOmW4a4LK1xUAVNVfXwiarSH0kX6iCA,
I Live in Fear,,1955,Japan,Akira Kurosawa,yes,https://drive.google.com/file/d/1Ku0NHbUknvXjM7AurWdvDnIVz8qch8p-1g/view,
She Was Like A Wild Chrysanthemum,,1955,Japan,Keisuke Kinoshita,no,https://drive.google.com/file/d/1bRl7EPt_N_yynoCF84RFzLo0udQ5Iy9B0Q/view,
The Heart,,1955,Japan,Kon Ichikawa,no,https://drive.google.com/file/d/1Kc63Sz4QHk_HU2qoBJRTnUrJnnttfK0tAw/view,
Children Who Draw,,1956,Japan,Susumu Hani,no,https://drive.google.com/open?id=1APG4_M86byCf7KadJfiYMPySL-Y5e5oqMQ,
Fountainhead,,1956,Japan,Masaki Kobayashi,no,https://drive.google.com/open?id=1VR7HhjZlqTNmxdoNGUcO7wpAyggPah-skw,
Punishment Room,,1956,Japan,Kon Ichikawa,no,https://drive.google.com/file/d/1atEaWhOhaCexH6ObDNO6Dn-0VEdC06Cokw/view,
Street of Shame,,1956,Japan,Kenji Mizoguchi,yes,https://drive.google.com/file/d/1ko9-6s6FV5PoCiEVo2VPEH6tnRVahoi-kA/view,
The Burmese Harp,,1956,Japan,Kon Ichikawa,yes,https://drive.google.com/file/d/1yGp9Eystyfq49XHey3oP7-8l_6zq25ieLg/view,
Black River,,1957,Japan,Masaki Kobayashi,no,https://drive.google.com/open?id=1cHOf-kFYOHixrYaEGSuI7t_qsFRyMz3Oug,
I Am Waiting,,1957,Japan,Koreyoshi Kurahara,no,https://drive.google.com/open?id=1Rdc8kgB-CrXeoAN94bM2yqMrGu8mf0KLOA,
Throne of Blood,,1957,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1KniGjrWzG4whvJ_aZxYNdt6igGiTF_uIyg,
Tokyo Twilight,,1957,Japan,Yasujirō Ozu,yes,https://drive.google.com/file/d/1lFXj3teoGck5-uwm-ui-AMHaUdM2svUlAA/view,
Endless Desire,,1958,Japan,Shōhei Imamura,no,https://drive.google.com/open?id=12uyDfSzufbMUEoRzflHyzh6bYa6AtyxabQ,
Little Peach,,1958,Japan,Mikio Naruse,no,https://drive.google.com/open?id=1spMnUtnnlfptmCvHy8_JSpmmkNYLcITgpA,
Slope in the Sun,,1958,Japan,Tomotaka Tasaka,no,https://drive.google.com/open?id=1Xz03G3asKI_JMPiIIKASiVVjQAW5ZDOUiw,
Stolen Desire,,1958,Japan,Shōhei Imamura,no,https://drive.google.com/open?id=1jU00FePeihDOeHZEQWtoRWJpZmnsdF8-bA,
The Rickshaw Man,,1958,Japan,Hiroshi Inagaki,no,https://drive.google.com/open?id=1FwfhIL14dcPS2xt0Akkp4x2oVzu0Cy40_Q,
Underworld Beauty,,1958,Japan,Seijun Suzuki,yes,https://drive.google.com/open?id=1Hzq1l_eKkzw7HIopY-fVBNVVQ2PHW95O3A,
Voice Without a Shadow,,1958,Japan,Seijun Suzuki,no,https://drive.google.com/open?id=1eQfRop25-FS2KTV83_YOvqZ4ChTQJzLjqw,
Fires on the Plain,,1959,Japan,Kon Ichikawa,yes,https://drive.google.com/file/d/1RQ1ymDStyKRuD6Pa9NF5l8dHRix2q0e1cA/view,
Good Morning,,1959,Japan,Yasujirō Ozu,yes,https://drive.google.com/open?id=1YjdjN326Jtm8g0alikX3XRyREUq504LisQ,
Odd Obsession,,1959,Japan,Kon Ichikawa,no,https://drive.google.com/file/d/1dPEg5cYEt57uBT5YaOG6ylKEwS7vOs5LOA/view,
The Human Condition : No Greater Love,,1959,Japan,Masaki Kobayashi,yes,https://drive.google.com/open?id=1ziPzNaQU-L9UbnHteheih2_GMryvSz0Kiw,
The Human Condition : Road to Eternity,,1959,Japan,Masaki Kobayashi,yes,https://drive.google.com/open?id=1GzhP_rfcNxuziJEwvz4oiga9SJWB65R3qg,
Fighting Delinquents,,1960,Japan,Seijun Suzuki,no,https://drive.google.com/open?id=1nLssnVpZtqfJzQueIu_F9J3EhdTr1g_f7g,
Take Aim at the Police Van,,1960,Japan,Seijun Suzuki,no,https://drive.google.com/open?id=1f2JnULBRv641g88mLvQ_w8a3IwLxQB8veA,
The Bad Sleep Well,,1960,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1NVWirw0ZMy-GYxUa3nzVtzILBjw6cdeqzA,
The Naked Island,,1960,Japan,Kaneto Shindō,yes,https://drive.google.com/file/d/1fA7Sk6fgzQK5bJe4x6ZUVGHJYw8kzGWk6A/view,
The Warped Ones,,1960,Japan,Koreyoshi Kurahara,no,https://drive.google.com/open?id=1V6q04dxWVBqZmma3NaSJ8gi9ovYiWpGjtg,
When a Woman Ascends the Stairs,,1960,Japan,Mikio Naruse,yes,https://drive.google.com/open?id=1jmLjWsuUsYJ2dzgUcjib21lPnrN4z0K_GA,https://drive.google.com/open?id=1u_k_dK47LwolAxM8nPOZ4VdvFzVQIJQ88w
Bad Boys,,1961,Japan,Susumu Hani,no,https://drive.google.com/open?id=1h_wdG9yKtGqc_MMcPquVxbcV05l3xTO3xw,
The Human Condition : A Soldier's Prayer,,1961,Japan,Masaki Kobayashi,yes,https://drive.google.com/open?id=1LV6_mKr0cciAdQ4Njv7nUu5nMRMgJVlPwA,
Yojimbo,,1961,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1EO1oTiqvuWZTfxUdlT4oQzDVGYVdpHoieg,
An Autumn Afternoon,,1962,Japan,Yasujirō Ozu,yes,https://drive.google.com/file/d/1-TSsPCLVsMT4MRBSfcfkitSxtbEzGwkmBg/view,
Pitfall,,1962,Japan,Hiroshi Teshigahara,yes,https://drive.google.com/file/d/1nwJu4nyO2Eplmf_R74gETUpjnT4OcGZgEQ/view,
Sanjuro,,1962,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1gYNBDkhUgB50ZvdhXKJ30fzZPiuOy2BHDQ,
The Inheritance,,1962,Japan,Masaki Kobayashi,no,https://drive.google.com/open?id=1JH0_FR11qxbCc5fBQfUFPOtouFQplBpunA,
An Actor's Revenge,,1963,Japan,Kon Ichikawa,yes,https://drive.google.com/file/d/140o465FYM8021V9HQjI0JlNscnV7gMcGWQ/view,
High and Low,,1963,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1lte3v_V1lAcrfSvqltvAVnjSZah15L_SoA,
Mother,,1963,Japan,Kaneto Shindō,no,https://drive.google.com/open?id=1VytFnJohXigoSL8lfJE6_gJIiJ-KPA_v_Q,
She and He,,1963,Japan,Susumu Hani,yes,https://drive.google.com/open?id=1FlKZ7llfGWOi0jLyUL7wkjnErlDaDvqMhQ,
Black Sun,,1964,Japan,Koreyoshi Kurahara,no,https://drive.google.com/open?id=1-pmmJ_49klrDPvHTn5qPzG-wYe76wQuGIQ,
Onibaba,,1964,Japan,Kaneto Shindō,yes,https://drive.google.com/open?id=10ixY1hYkd2w7lPLljw1joy7EmDInACGTww,
Three Outlaw Samurai,,1964,Japan,Hideo Gosha,yes,https://drive.google.com/open?id=1fUqHyZMWwnxyM1l_fxLFMwywFgpxkGmVXA,
Woman in the Dunes,,1964,Japan,Hiroshi Teshigahara,yes,https://drive.google.com/open?id=1okyyKegAltQEtM8oUU4YWGcHIQVFhI8B_w,
Yearning,,1964,Japan,Mikio Naruse,yes,https://drive.google.com/open?id=17jIwtVFSgS-41_Dg7NF86lEXpVRtujeyvg,
A Fugitive from the Past,,1965,Japan,Tomu Uchida,yes,https://drive.google.com/open?id=1jtM6rK121ungcePSthcXlLKC-oAAL30LPA,
Flag In The Mist,,1965,Japan,Yôji Yamada,no,https://drive.google.com/open?id=1X09xV6l_qz25fiZFvPh99x82MJ2eEMveLQ,
Red Beard,,1965,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1tOTdMJBjVirXNDNSZVA4xQjBxr4OGCUmVw,
Silence Has No Wings,,1966,Japan,Kazuo Kuroki,yes,https://drive.google.com/open?id=1zkqg8Ilkle2O9C-Md6nEQkbSv5KRbvpHWg,
The Face of Another,,1966,Japan,Hiroshi Teshigahara,yes,https://drive.google.com/file/d/1MKfnkHORkltRA65cZ-ZuEgf_-GGNxtcpFQ/view,https://drive.google.com/open?id=1TFo24nmvMJVkhKqT_oL7jaX70-IJjNDNXQ
The Sword of Doom,,1966,Japan,Kihachi Okamoto,yes,https://drive.google.com/file/d/1PpJGht0uogLxC1Y-29_ex6z0CEvOEdsw-w/view,
Tokyo Drifter,,1966,Japan,Seijun Suzuki,yes,https://drive.google.com/file/d/1wJxyIWEb2onsjg0JXBod9x62Huxf3-RlnA/view,
Woman of the Lake,,1966,Japan,Yoshishige Yoshida,no,https://drive.google.com/open?id=0BwXDyXF3Y2kOUjRnY191bWVDd0k,
Branded to Kill,,1967,Japan,Seijun Suzuki,yes,https://drive.google.com/file/d/1fqFqi9iyinBhNHxpuY3qR7fZZGz36CaZJQ/view,
Violated Angels,,1967,Japan,Kōji Wakamatsu,no,https://drive.google.com/open?id=1DqqGG9nRB9OehjGOluts0n9R4K553kxquQ,
Death By Hanging,,1968,Japan,Nagisa Ōshima,yes,https://drive.google.com/open?id=0BwXDyXF3Y2kOVlNiR0NZLXUxY0E,
Kill,,1968,Japan,Kihachi Okamoto,no,https://drive.google.com/open?id=1_yDu-J78JvftnEc-FUz5a3cEmYIsfKRftQ,
Kuroneko,,1968,Japan,Kaneto Shindō,no,https://drive.google.com/open?id=1xu1NFFizHaFwggnySAYYfRlttGPR-F9xjg,
Nanami The Inferno of First Love,,1968,Japan,Susumu Hani,no,https://drive.google.com/open?id=1SQDi_Q1pBw0gFb0X2ememyTto9MIniS3mg,
The Man Without a Map,,1968,Japan,Hiroshi Teshigahara,yes,https://drive.google.com/file/d/19J86Tbv0VbdOk81PQoCUVvGrT59CRIhTQg/view,
Three Resurrected Drunkards,,1968,Japan,Nagisa Ōshima,no,https://drive.google.com/open?id=1XP6wh26NiOLYKrjXCrs5rMwk0lRsiFCKlg,
Blind Beast,,1969,Japan,Yasuzô Masumura,yes,https://drive.google.com/file/d/0B-U_r7H40WeJV0FaMW14OWwwX2M/view,
Diary of a Shinjuku Thief,,1969,Japan,Nagisa Ōshima,no,https://drive.google.com/open?id=16YMSuYoOM6yCQTU3Dvg4f6yRSvONt5-How,
Double Suicide,,1969,Japan,Masahiro Shinoda,yes,https://drive.google.com/open?id=1xmbqxkuizQkOnQNOs2aw0WaigDK2v2mlPg,
Eros Plus Massacre,,1969,Japan,Yoshishige Yoshida,yes,https://drive.google.com/open?id=0BwXDyXF3Y2kOb2ZLcE82aklRVU0,
Funeral Parade of Roses,,1969,Japan,Toshio Matsumoto,yes,https://drive.google.com/open?id=1XuOW13QELShGsKlRXyJSYYLuYaRn82HOZg,
This Transient Life,,1970,Japan,Akio Jissoji,no,https://drive.google.com/open?id=1keLhcvs6VzCPu1-xCGGElNB4GCOa-2mNwg,
Where Spring Comes Late,,1970,Japan,Yôji Yamada,yes,https://drive.google.com/open?id=1Chu5O2s1FgLw2zK5jKf5Xy01Gg7bKvgqGQ,
Demons,,1971,Japan,Toshio Matsumoto,yes,https://drive.google.com/open?id=1-Bt2ow_v7jR6Wy8VZ_Y2_Q7ZgFFwrG43gA,
Inn of Evil,,1971,Japan,Masaki Kobayashi,no,https://drive.google.com/open?id=1ibH-k31lt_6KPOVDwpAR2_v_0ytVx4SN7g,
Mandara,,1971,Japan,Akio Jissoji,no,https://drive.google.com/open?id=1ttDn6xrYUJhRFSXiwG38GzlpWDAuwuuBDw,
Red Army-PFLP - Declaration of World War,,1971,Japan,Masao Adachi,no,https://drive.google.com/open?id=110GMo8X0ANEDVHXvjKyZPjaprLxrX8V-qg,
Poem,,1972,Japan,Akio Jissoji,no,https://drive.google.com/open?id=1o2WO4Dy4quN7uBP3_UpHf9Y-b4SGgcwIzQ,
Summer Soldiers,,1972,Japan,Hiroshi Teshigahara,no,https://drive.google.com/file/d/1lTLZAH0T5Sh1vg6Y68n12j6gdO9JCzidkg/view,
Home from the Sea,,1973,Japan,Yôji Yamada,yes,https://drive.google.com/open?id=1UlpRKO41QzNqk92Q0-EWN6Gf8bMhyAeT7A,
Sanrizuka – Heta Village,,1973,Japan,Shinsuke Ogawa,no,https://drive.google.com/file/d/1dhbdiMARRM3iPX2KCbqbX3FQx8mU30Yjqg/view,
The Heart,,1973,Japan,Kaneto Shindō,no,https://drive.google.com/open?id=1Xk-SHlLOkow1ksNQclwIIfyGNy9brlZA8Q,
Dersu Uzala,,1975,Japan,Akira Kurosawa,yes,https://drive.google.com/file/d/1AvEtlbQkU3z47u6V_4HxZIO0AUvR0HewAQ/view,
House,,1977,Japan,Nobuhiko Ōbayashi,yes,https://drive.google.com/open?id=1WYtjK1lIm-2mMjWRZKbuAAD-_NTT6guScg,
The Yellow Handkerchief,,1977,Japan,Yôji Yamada,yes,https://drive.google.com/open?id=1Apobd0k_rJ_YFPXW7oTrZ8wTxeREn78mkA,https://drive.google.com/open?id=1HwgTC860B0Oj4rDXHRLUejI-OtBbRHw3YA
Lupin the Third The Castle of Cagliostro,,1979,Japan,Hayao Miyazaki,yes,https://drive.google.com/file/d/1XDjk7gmVNqM0_hFt8bbuRSoqfG1JjZrK3Q/view,
A Distant Cry from Spring,,1980,Japan,Yôji Yamada,yes,https://drive.google.com/open?id=1DtpOhDeLGIRY9LXbEBhrrGz5LNRX0Sj81Q,
Kagemusha,,1980,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1wzALRZEjj0R4H-7Vw7MGKWRHshVJfMR5NA,
A Visit to Ogawa Productions,,1981,Japan,Shinsuke Ogawa,no,https://drive.google.com/file/d/0BzpziAHaQhY7TXRDNnRMSk1kbHc/view,
Muddy River,,1981,Japan,Kôhei Oguri,yes,https://drive.google.com/file/d/1HvqkX3xMdGPnFfmOO4WKVika76nQYb7XLw/view,
A Japanese Village,,1982,Japan,Shinsuke Ogawa,no,https://drive.google.com/open?id=143dkyr-eD903EV7r6xVV-4Vh0Hov9Z7hug,https://drive.google.com/file/d/1gXOGrnUAUBpbqRXxctI5RXBe9VcaVLwjrg/view
The Ballad of Narayama,,1983,Japan,Shōhei Imamura,yes,https://drive.google.com/open?id=1XrNwlxGiZzfICrIZEfOerMJdzakF80eWNw,
The Makioka Sisters,,1983,Japan,Kon Ichikawa,yes,https://drive.google.com/file/d/1EO0KRvEiQEd-zeUPgt02g_7wE6_IKtic6g/view,
Tokyo Trial E1,,1983,Japan,Masaki Kobayashi,no,https://drive.google.com/open?id=1kJ0WF7T8bqfi_FssGeK0_vWY5C70A5tFvw,
For Kayako,,1984,Japan,Kôhei Oguri,no,https://drive.google.com/open?id=1WhmsyGZss5PHssLPfTV0o_hqLPWywtpG5Q,
Nausicaa of the Valley of the Wind,,1984,Japan,Hayao Miyazaki,yes,https://drive.google.com/open?id=1K9wqbai32Ma9VwQoo16n1KUQuR4r-jUyVw,
The Funeral,,1984,Japan,Juzo Itami,yes,https://drive.google.com/open?id=1MkxX_snIiKnxFi8Rgq6wNRu2qZLrPfidkA,
Tokyo Trial E2,,1984,Japan,Masaki Kobayashi,no,https://drive.google.com/open?id=12EcZBsrx-eNgT-IUBuj-HN3R6Zd_O7BLPA,
Angel's Egg,,1985,Japan,Mamoru Oshii,yes,https://drive.google.com/open?id=1uQRv7p6xge6aVF2yr3oPTgg5QWP294AS5Q,
Ran,,1985,Japan,Akira Kurosawa,yes,https://drive.google.com/file/d/1WkATd0whFQSE98738jJRYt-dE8c1cJl7Fw/view,
Tampopo,,1985,Japan,Juzo Itami,yes,https://drive.google.com/open?id=17R-90z20hoc7tq1Iexpg861Fcez_RZZj5g,
Tokyo Trial E3,,1985,Japan,Masaki Kobayashi,no,https://drive.google.com/open?id=1595CxsW8eVdx-cLglP1mYNJU1Z9t_FZdsw,
Laputa Castle in the Sky,,1986,Japan,Hayao Miyazaki,yes,https://drive.google.com/open?id=10EU4kjl5FQbxNcfEeZqyL1fXzZGtr6BujQ,
Tokyo Trial E4,,1986,Japan,Masaki Kobayashi,no,https://drive.google.com/open?id=1dQlsFySx9DVWDaNi4Vym0S9ZOuv40dAv2g,
Tree Without Leaves,,1986,Japan,Kaneto Shindō,yes,https://drive.google.com/open?id=14Xv22T-Bxq8E0U_n2VLaPnGdrdYwbw0iiQ,
A Taxing Woman,,1987,Japan,Juzo Itami,no,https://drive.google.com/open?id=1owskTwBS00UoazbSh2fhWbYbkYRzSbN7kQ,
The Emperor's Naked Army Marches,,1987,Japan,Kazuo Hara,yes,https://drive.google.com/open?id=1w_V9N0i1mcps-FU6lYgnTKndM0d89wLYNA,
The Red Spectacles,,1987,Japan,Mamoru Oshii,no,https://drive.google.com/open?id=169HLrgWJHRIDjXrKbXnVCOdaNxqC9jNOjw,
The Story of Yanagawa's Canals,,1987,Japan,Isao Takahata,yes,https://drive.google.com/open?id=1oz42jCBhEOmByHgg7s2s31nx6jUY_LqAeg,
A Taxing Woman's Return,,1988,Japan,Juzo Itami,no,https://drive.google.com/open?id=17aqTFWIMMWlnsHEiEgcQueZrQ9OqfgAs2A,
